,doc_id,text,country,year,coding,difficult
UKR_48_1993.txt.26,UKR_48_1993.txt.26,Ukraine is doing as much as it can towards its implementation.,UKR,1993,security,1
UKR_48_1993.txt.27,UKR_48_1993.txt.27,The dismantling of the strategic missile complexes has started.,UKR,1993,security,0
UKR_48_1993.txt.28,UKR_48_1993.txt.28,An agreement has been signed with Russia on the utilization of the strategic missiles' nuclear warheads.,UKR,1993,security,0
UKR_48_1993.txt.29,UKR_48_1993.txt.29,We do not exclude the possibility of conducting negotiations on this subject with a third party.,UKR,1993,security,1
UKR_48_1993.txt.30,UKR_48_1993.txt.30,"However, the full-scale implementation of the nuclear disarmament programme is linked to the need to solve a number of problems.",UKR,1993,security,0
UKR_48_1993.txt.31,UKR_48_1993.txt.31,Where do we get the money to dismantle and eliminate the strategic nuclear weapons located in Ukraine?,UKR,1993,security,0
UKR_48_1993.txt.32,UKR_48_1993.txt.32,"According to our estimates, approximately $2.8 billion are needed for these purposes.",UKR,1993,security,1
UKR_48_1993.txt.33,UKR_48_1993.txt.33,How do we ensure reliable guarantees of national security for our State?,UKR,1993,security,0
UKR_48_1993.txt.34,UKR_48_1993.txt.34,"There arises also the problem of returning to Ukraine - or obtaining compensation for - nuclear components, obtained from nuclear warheads, which, after reprocessing, can be used as fuel for nuclear power stations.",UKR,1993,security,0
UKR_48_1993.txt.35,UKR_48_1993.txt.35,This also applies to the nuclear materials extracted from the warheads of tactical missiles removed from Ukraine in 1992.,UKR,1993,security,0
UKR_48_1993.txt.36,UKR_48_1993.txt.36,"And finally, what should the thousands of servicemen dismissed from the missile forces do?",UKR,1993,security,0
UKR_48_1993.txt.37,UKR_48_1993.txt.37,We have no complete answers to these and other questions; so far the promises of help exist only in statements and on paper.,UKR,1993,security,1
UKR_48_1993.txt.38,UKR_48_1993.txt.38,"The Verkhovna Rada, the Ukrainian Parliament, is deeply involved in these questions and is looking for opportunities to adopt balanced decisions, in the shortest possible time, taking into consideration the interests both of Ukraine and of the international community as a whole.",UKR,1993,security,1
UKR_48_1993.txt.39,UKR_48_1993.txt.39,"At the same time, I should like to stress that while considering this issue we should also take into account the external situation.",UKR,1993,security,1
UKR_48_1993.txt.40,UKR_48_1993.txt.40,"For today, instability and internal struggles in neighbouring countries sometimes spill over their frontiers and threaten Ukraine's national security and territorial integrity.",UKR,1993,security,0
UKR_48_1993.txt.41,UKR_48_1993.txt.41,"This is most especially so in the case of the well-known decision by the, now former, Supreme Soviet of the Russian Federation concerning the status of Sevastopol.",UKR,1993,security,1
UKR_48_1993.txt.42,UKR_48_1993.txt.42,There have also been attempts to question the status of Crimea as a whole.,UKR,1993,security,1
UKR_48_1993.txt.43,UKR_48_1993.txt.43,"In this connection, I should like to state explicitly that the Republic of Crimea is an inseparable part of Ukraine.",UKR,1993,security,1
UKR_48_1993.txt.44,UKR_48_1993.txt.44,"Crimea, as a part of Ukraine, could play an appropriate role in the region and make a decisive contribution to consolidating the Black Sea region as a zone of peace and stability.",UKR,1993,security,0
UKR_48_1993.txt.45,UKR_48_1993.txt.45,"In this context, I should like to express profound gratitude to all the countries, especially to the members of the Security Council, that gave their unambiguous assessment of the illegal encroachments upon the sovereignty and territorial integrity of Ukraine and manifested their support for our State.",UKR,1993,security,0
UKR_48_1993.txt.46,UKR_48_1993.txt.46,"Again, we are convinced that the complicated issues of inter-State relations can be solved only through firm and energetic action on the part of the international community.",UKR,1993,security,1
UKR_48_1993.txt.47,UKR_48_1993.txt.47,"Forty-eighth session - 30 September l993 7 In our opinion, the objective basis for cooperation between Ukraine and other countries lies in the formation of a stable and secure system of international relations.",UKR,1993,security,0
UKR_48_1993.txt.48,UKR_48_1993.txt.48,"In the present circumstances, the basis of this system is respect for the principal postulates of international law, according to which the inviolability of the frontiers and territorial integrity of sovereign States is recognized as one of the prerequisites for international peace and security.",UKR,1993,security,0
UKR_48_1993.txt.49,UKR_48_1993.txt.49,"The former empires have vanished, and like them imperialistic thinking, such as unilateral interpretations by certain States of legal succession issues and their other actions that are incompatible with the norms and ethics of international relations should also disappear.",UKR,1993,security,0
UKR_48_1993.txt.50,UKR_48_1993.txt.50,"We hope that an understanding of contemporary realities will facilitate the further normalization and development of Ukraine's relations with other countries on terms of mutual respect, a balanced search for compromises and the renunciation of extreme rhetoric.",UKR,1993,security,1
UKR_48_1993.txt.51,UKR_48_1993.txt.51,"Genuine conditions for such developments are already in existence, and it is a worthwhile task to use them to foster mutually beneficial economic relations and to ensure wide-ranging contacts between peoples.",UKR,1993,security,1
UKR_48_1993.txt.52,UKR_48_1993.txt.52,"Ukraine, as one of the founders of the Commonwealth of Independent States, is actively developing cooperation with the CIS countries.",UKR,1993,security,1
UKR_48_1993.txt.53,UKR_48_1993.txt.53,"We regard the Commonwealth as an international mechanism for multilateral consultations and talks that is contributing to the process of forming qualitatively new full-scale, bilateral relations between participating States and is promoting solutions to the problems that they face after the disintegration of the USSR.",UKR,1993,security,1
UKR_48_1993.txt.54,UKR_48_1993.txt.54,Our relations with the Baltic States are developing in a positive way.,UKR,1993,security,1
UKR_48_1993.txt.55,UKR_48_1993.txt.55,Ukraine unswervingly supports the efforts of the world community to find a formula for settling the conflict in the former Yugoslavia.,UKR,1993,security,0
UKR_48_1993.txt.56,UKR_48_1993.txt.56,"We consider that a real solution to this problem is possible only through taking into account the interests of all States in the region, and those of ethnic communities, on the basis of the relevant decisions by the United Nations Security Council and of the cornerstone principles of international law.",UKR,1993,security,0
UKR_48_1993.txt.57,UKR_48_1993.txt.57,"We take it as given that all countries involved in the attempt to settle this conflict, and the relevant international structures, must approach the issue very carefully, especially when the use of force is implied.",UKR,1993,security,0
UKR_48_1993.txt.58,UKR_48_1993.txt.58,"It must be borne in mind that the use of force might lead to extremely undesirable consequences, frustrate the negotiating process and result in an escalation in the conflict and its spread to other areas of the former Yugoslavia.",UKR,1993,security,0
UKR_48_1993.txt.59,UKR_48_1993.txt.59,Our position on the settlement of conflicts on the territory of the former Soviet Union is similar.,UKR,1993,security,0
UKR_48_1993.txt.60,UKR_48_1993.txt.60,"In this connection, we should like to welcome the role played by the United Nations and the CSCE in Transdnestria and the joint efforts of the international community in searching for ways to stop the bloodshed in Nagorny-Karabakh.",UKR,1993,security,1
UKR_48_1993.txt.61,UKR_48_1993.txt.61,Tragic developments have taken place in Georgia.,UKR,1993,security,1
UKR_48_1993.txt.62,UKR_48_1993.txt.62,"Signed agreements have been violated, the bloodshed persists and people continue to perish.",UKR,1993,security,0
